City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,the valley,18.217,-63.0578,24.92,78,8,7.0,AI,1674026278
363,bambanglipuro,-7.95,110.2833,28.08,74,100,3.4,ID,1674026524
364,nanortalik,60.1432,-45.2371,-2.68,80,100,2.82,GL,1674026524
365,abu kamal,34.4506,40.9171,12.71,60,0,3.81,SY,1674026524
366,kungurtug,50.5994,97.5228,-15.46,81,100,6.08,RU,1674026525
367,troitskoye,52.9821,84.6757,-11.4,91,100,4.61,RU,1674026525
368,juneau,58.3019,-134.4197,4.01,94,100,7.72,US,1674026525
369,antsohihy,-14.8796,47.9875,30.11,52,24,4.48,MG,1674026525
370,salina,38.8403,-97.6114,2.19,89,100,6.17,US,1674026526
371,salina cruz,16.1667,-95.2,24.73,84,41,5.69,MX,1674026527
372,umm kaddadah,13.6017,26.6876,18.8,22,12,7.69,SD,1674026527
373,chokurdakh,70.6333,147.9167,-37.89,100,74,1.11,RU,1674026527
374,pontes e lacerda,-15.2261,-59.3353,20.53,96,100,0.75,BR,1674026528
375,zimapan,20.75,-99.35,14.44,29,64,3.15,MX,1674026528
376,almolonga,14.8167,-91.5,10.93,93,68,1.05,GT,1674026528
377,pemangkat,1.1667,108.9667,28.05,73,97,6.29,ID,1674026508
378,mareeba,-17.0,145.4333,24.69,96,100,1.1,AU,1674026528
379,yamada,39.4667,141.95,2.93,68,100,6.14,JP,1674026529
380,buraydah,26.326,43.975,11.25,58,46,4.37,SA,1674026529
381,careiro da varzea,-3.2003,-59.8119,23.35,97,100,1.64,BR,1674026529
382,changji,44.0167,87.3167,-15.56,78,11,2.0,CN,1674026493
383,coromandel,-18.4733,-47.2003,18.65,80,89,1.94,BR,1674026530
384,macusani,-14.0833,-70.4333,2.76,86,98,1.45,PE,1674026530
385,nachalovo,46.338,48.2013,-4.04,68,0,4.0,RU,1674026531
386,manali,13.1667,80.2667,29.05,55,93,4.72,IN,1674026512
387,kahului,20.8947,-156.47,23.8,83,20,3.09,US,1674026532
388,alexandria,31.2156,29.9553,13.97,74,0,3.21,EG,1674026324
389,kenai,60.5544,-151.2583,-4.92,89,0,0.0,US,1674026532
390,chiang kham,19.5233,100.3,30.12,46,97,2.81,TH,1674026533
391,lamu,-2.2717,40.902,27.7,64,16,4.47,KE,1674026533
392,baley,51.6,116.6333,-18.19,88,100,1.65,RU,1674026533
393,leningradskiy,69.3833,178.4167,-26.96,95,100,6.69,RU,1674026533
394,revda,56.801,59.9303,-8.26,70,76,4.14,RU,1674026331
395,ransang,8.9603,117.5828,27.79,75,99,1.25,PH,1674026533
396,klaksvik,62.2266,-6.589,0.51,69,90,12.92,FO,1674026534
397,ciudad bolivar,8.1222,-63.5497,23.01,79,100,3.25,VE,1674026468
398,sandpoint,48.2766,-116.5533,1.59,96,100,1.54,US,1674026534
399,varna,43.2167,27.9167,16.08,80,20,4.63,BG,1674026534
400,port lavaca,28.615,-96.6261,23.03,92,100,3.6,US,1674026534
401,lovozero,68.005,35.0117,-11.88,98,100,2.54,RU,1674026535
402,kysyl-syr,63.8986,122.7617,-50.82,100,71,1.21,RU,1674026535
403,alberton,46.8168,-64.0654,0.07,94,100,4.82,CA,1674026536
404,polyarnyy,69.1989,33.4478,-8.92,96,100,4.76,RU,1674026536
405,inongo,-1.95,18.2667,23.7,79,42,2.44,CD,1674026536
406,progreso,21.2833,-89.6667,20.62,78,5,5.23,MX,1674026275
407,forestville,38.8451,-76.875,7.99,96,0,2.57,US,1674026537
408,sayyan,15.1718,44.3244,15.38,22,0,3.46,YE,1674026537
409,marondera,-18.1853,31.5519,18.5,81,99,2.57,ZW,1674026537
410,hualmay,-11.0964,-77.6139,20.32,84,100,2.12,PE,1674026537
411,santa marta,11.2408,-74.199,27.16,64,9,4.92,CO,1674026537
412,bowen,-20.0167,148.2333,25.47,79,99,7.98,AU,1674026537
413,takoradi,4.8845,-1.7554,25.95,84,44,2.11,GH,1674026416
414,svetlyy,54.675,20.1347,-1.97,87,100,3.07,RU,1674026326
415,surgut,61.25,73.4167,-14.9,71,0,4.02,RU,1674026538
416,vostok,46.4856,135.8833,-19.88,93,100,1.09,RU,1674026539
417,kasongo-lunda,-6.4667,16.8167,22.96,81,100,0.33,CD,1674026539
418,iwata,34.7,137.85,12.8,43,6,5.36,JP,1674026539
419,byron bay,-28.65,153.6167,25.39,59,0,3.68,AU,1674026474
420,goderich,43.7501,-81.7165,3.84,93,100,6.17,CA,1674026540
421,namibe,-15.1961,12.1522,24.35,73,75,0.0,AO,1674026468
422,puerto colombia,10.9878,-74.9547,25.05,83,5,8.42,CO,1674026418
423,avera,33.194,-82.5271,14.73,96,100,2.4,US,1674026540
424,trairi,-3.2778,-39.2689,24.38,86,100,3.04,BR,1674026540
425,petropavlovsk-kamchatskiy,53.0452,158.6483,-11.67,40,0,6.0,RU,1674026488
426,sioux city,42.5,-96.4003,-3.97,87,100,0.45,US,1674026512
427,poso,-1.3959,120.7524,29.62,64,100,2.05,ID,1674026541
428,oktyabrskiy,54.4815,53.471,-12.68,82,29,2.12,RU,1674026400
429,shenjiamen,29.9576,122.298,6.11,58,5,7.06,CN,1674026542
430,pokhara,28.2333,83.9833,17.52,41,0,3.05,NP,1674026496
431,acapulco,16.8634,-99.8901,23.9,83,40,0.0,MX,1674026284
432,mahibadhoo,3.7833,72.9667,27.12,79,94,4.65,MV,1674026542
433,horta,38.5333,-28.6333,11.68,84,0,4.63,PT,1674026542
434,ust-kuyga,70.0167,135.6,-46.14,100,100,1.77,RU,1674026542
435,bud,39.447,-86.1758,4.01,89,70,2.69,US,1674026543
436,havre-saint-pierre,50.2334,-63.5986,2.2,100,100,2.06,CA,1674026543
437,nouadhibou,20.931,-17.0347,16.99,67,6,9.77,MR,1674026543
438,muros,42.7762,-9.0603,4.49,95,100,9.35,ES,1674026544
439,erzin,36.9559,36.2,13.29,74,19,0.51,TR,1674026544
440,pakala,13.4667,79.1167,25.23,44,87,3.19,IN,1674026544
441,oranjemund,-28.55,16.4333,20.4,84,94,2.11,NA,1674026406
442,hue,16.4667,107.6,17.06,100,100,4.63,VN,1674026278
443,bambous virieux,-20.3428,57.7575,28.45,74,75,7.72,MU,1674026545
444,sioux lookout,50.1001,-91.917,-15.96,92,20,2.57,CA,1674026545
445,khani,41.9563,42.9566,6.76,56,7,1.86,GE,1674026545
446,ashland,40.8167,-82.2665,3.42,90,100,6.04,US,1674026545
447,qorveh,35.1664,47.8045,-3.2,82,46,1.23,IR,1674026545
448,cockburn town,21.4612,-71.1419,24.12,58,60,6.32,TC,1674026497
449,champerico,14.3,-91.9167,23.5,77,29,3.27,GT,1674026546
450,peleduy,59.6289,112.7406,-39.13,86,90,1.75,RU,1674026546
451,langgons,50.5,8.6667,1.93,87,100,1.34,DE,1674026546
452,grand-santi,4.25,-54.3833,20.85,100,99,0.67,GF,1674026546
453,sokolo,14.7328,-6.1219,18.85,20,78,3.7,ML,1674026547
454,rabo de peixe,37.8,-25.5833,11.73,71,20,6.17,PT,1674026547
455,mattru,7.6244,-11.8332,19.46,97,11,0.96,SL,1674026547
456,alasehir,38.3508,28.5172,12.09,79,50,3.18,TR,1674026547
457,bonavista,48.6499,-53.1147,3.34,100,100,4.87,CA,1674026548
458,dutlwe,-23.9833,23.9,26.64,46,6,7.3,BW,1674026548
459,singaraja,-8.112,115.0882,28.19,79,100,2.27,ID,1674026462
460,fomboni,-12.28,43.7425,28.17,69,33,3.43,KM,1674026548
461,navsari,20.9524,72.9324,26.94,26,0,0.59,IN,1674026548
462,hammelburg,50.1167,9.9,-0.64,94,100,2.95,DE,1674026548
463,gunjur,13.2019,-16.7339,21.04,32,0,4.63,GM,1674026549
464,viedma,-40.8135,-62.9967,20.37,79,100,4.39,AR,1674026491
465,suntar,62.1444,117.6319,-48.59,99,87,0.67,RU,1674026549
466,chakradharpur,22.7,85.6333,26.05,40,0,1.77,IN,1674026549
467,kizema,61.113,44.8302,-5.06,94,100,3.87,RU,1674026549
468,takaka,-40.85,172.8,20.87,69,0,0.16,NZ,1674026550
469,medvedovskaya,45.4531,39.0258,6.2,61,0,3.47,RU,1674026550
470,navolato,24.7672,-107.6944,13.13,87,13,1.93,MX,1674026550
471,charleston,32.7766,-79.9309,15.72,95,100,2.57,US,1674026551
472,nipawin,53.3668,-104.0009,-9.98,92,100,4.12,CA,1674026551
473,bathsheba,13.2167,-59.5167,25.34,73,20,5.14,BB,1674026552
474,kushmurun,52.4503,64.6311,-14.99,69,6,2.19,KZ,1674026552
475,mao,39.8885,4.2658,7.31,76,40,4.12,ES,1674026496
476,morvi,22.8167,70.8333,24.42,16,0,4.09,IN,1674026553
477,la rioja,42.25,-2.5,-2.12,96,100,2.49,ES,1674026553
478,portland,45.5234,-122.6762,9.23,84,100,4.63,US,1674026529
479,hormigueros,18.1397,-67.1274,22.71,61,0,1.79,PR,1674026553
480,east london,-33.0153,27.9116,27.52,83,0,1.54,ZA,1674026373
481,westport,41.1415,-73.3579,6.85,67,0,1.34,US,1674026531
482,jatai,-17.8814,-51.7144,19.29,87,100,1.16,BR,1674026554
483,saint-pierre,-21.3393,55.4781,30.51,74,0,15.95,RE,1674026554
484,viransehir,37.2353,39.7631,9.73,56,6,1.84,TR,1674026554
485,kendari,-3.945,122.4989,30.17,62,63,3.19,ID,1674026522
486,murgab,37.4966,61.9714,-3.07,86,75,3.09,TM,1674026556
487,herat,34.5,62.0,3.34,68,100,2.13,AF,1674026557
488,charters towers,-20.1,146.2667,26.68,66,80,6.45,AU,1674026557
489,fuyang,32.9,115.8167,7.53,31,1,3.43,CN,1674026557
490,daru,-9.0763,143.2092,29.51,74,100,5.3,PG,1674026558
491,fontanka,46.5626,30.8607,8.76,86,62,10.99,UA,1674026408
492,katrineholm,58.9959,16.2072,0.94,74,100,4.62,SE,1674026558
493,aurangabad,19.8833,75.3333,26.85,29,0,2.96,IN,1674026303
494,barrhead,55.7992,-4.3929,2.79,80,78,4.12,GB,1674026379
495,otradnoye,59.7775,30.8181,2.03,97,100,4.71,RU,1674026273
496,amapa,1.0,-52.0,20.85,99,100,0.7,BR,1674026559
497,qiongshan,20.0058,110.3542,14.99,82,100,5.0,CN,1674026559
498,sakaiminato,35.55,133.2333,6.99,65,75,2.57,JP,1674026559
499,beisfjord,68.3751,17.5988,0.03,83,100,4.89,NO,1674026560
500,sukhumi,43.0033,41.0153,12.35,49,7,1.49,GE,1674026560
501,sant julia de loria,42.4625,1.4825,-3.15,86,24,3.13,AD,1674026561
502,angoche,-16.2325,39.9086,28.18,73,97,2.25,MZ,1674026561
503,inhambane,-23.865,35.3833,30.99,66,40,4.63,MZ,1674026561
504,amarante do maranhao,-5.5667,-46.7422,20.88,97,100,0.68,BR,1674026561
505,griffith,41.5284,-87.4237,2.96,82,100,4.63,US,1674026561
506,kurumkan,54.3,110.3,-17.8,88,100,0.4,RU,1674026561
507,moose factory,51.2585,-80.6094,-7.0,86,100,6.17,CA,1674026562
508,lucapa,-8.4192,20.7447,19.53,80,100,0.41,AO,1674026393
509,baijiantan,45.6333,85.1833,-17.26,86,12,1.89,CN,1674026562
510,rayagada,19.1667,83.4167,32.37,27,2,1.14,IN,1674026562
511,mweka,-4.85,21.5667,22.87,76,96,0.87,CD,1674026563
512,gigmoto,13.7796,124.39,24.7,94,100,6.2,PH,1674026563
513,haines junction,60.7522,-137.5108,-8.65,97,100,1.38,CA,1674026563
514,arrifes,37.7667,-25.7,11.14,71,20,6.17,PT,1674026563
515,payo,-3.7508,103.6372,26.83,84,96,1.82,ID,1674026563
516,san lorenzo de el escorial,40.5914,-4.1474,1.24,82,50,10.08,ES,1674026564
517,kiruna,67.8557,20.2251,-11.49,92,100,1.54,SE,1674026363
518,coquimbo,-29.9533,-71.3436,15.85,77,0,1.03,CL,1674026564
519,biltine,14.5333,20.9167,22.25,20,100,2.97,TD,1674026564
520,menongue,-14.6585,17.691,18.53,90,100,3.57,AO,1674026564
521,tonekabon,36.8163,50.8738,10.97,75,20,1.12,IR,1674026276
522,khorixas,-20.3667,14.9667,22.34,67,99,2.93,NA,1674026407
523,halifax,44.6453,-63.5724,2.0,91,100,3.6,CA,1674026359
524,paamiut,61.994,-49.6678,-6.57,66,100,3.38,GL,1674026565
525,karratha,-20.7377,116.8463,31.05,54,59,5.19,AU,1674026566
526,olafsvik,64.8945,-23.7142,-4.84,72,68,4.82,IS,1674026567
527,najran,17.4924,44.1277,18.36,70,94,3.19,SA,1674026296
528,lanas,12.0495,121.9185,26.19,88,100,7.17,PH,1674026568
529,ejura,7.3856,-1.3562,22.72,61,73,1.48,GH,1674026568
530,barretos,-20.5572,-48.5678,19.58,91,8,1.93,BR,1674026568
531,lagos,6.5833,3.75,23.18,85,21,1.25,NG,1674026568
532,muskegon,43.3,-86.1334,3.3,90,100,4.63,US,1674026568
533,soledade,-28.8183,-52.5103,17.15,98,43,2.24,BR,1674026569
534,norcasia,5.5778,-74.8852,19.1,97,92,1.22,CO,1674026569
535,jam sahib,26.2958,68.6292,19.01,10,0,1.36,PK,1674026569
536,chiang klang,19.2938,100.8617,29.32,37,20,2.21,TH,1674026570
537,khor,47.8861,134.9464,-24.32,94,51,1.17,RU,1674026570
